WP_003860980.1,EC:2.7.13.3/0.0015
WP_003855336.1,EC:1.7.2.3/0.0000
WP_003860982.1,EC:3.1.11.5/0.0082
WP_003860983.1,EC:2.7.7.7/0.0000,EC:2.7.7.85/0.0000
WP_003860984.1,EC:5.6.2.2/0.9958
WP_094244198.1,EC:2.3.1.273/0.0014
WP_003860988.1,EC:1.1.1.1/0.0000,EC:7.6.2.1/0.0000
WP_003855342.1,EC:1.2.1.79/0.0000,EC:1.1.1.4/0.0000,EC:2.5.1.2/0.0000,EC:1.1.1.211/0.0000
WP_011896349.1,EC:2.7.13.3/0.0002
WP_003860993.1,EC:4.2.1.2/0.0081
WP_003855345.1,EC:4.2.1.2/0.0009
WP_003860994.1,EC:5.6.2.2/0.9702
WP_003860996.1,EC:7.2.2.9/0.0001
WP_003860997.1,EC:3.6.1.27/0.0001
WP_003860999.1,EC:2.7.13.3/0.0010,EC:2.3.1.274/0.0005
WP_003861004.1,EC:1.8.1.8/0.0069
WP_003861007.1,EC:5.99.1.4/0.0022,EC:1.11.1.9/0.0016
WP_003861009.1,EC:2.7.13.3/0.0093
WP_003861011.1,EC:2.7.13.3/0.0001,EC:2.7.8.31/0.0001
WP_003861013.1,EC:1.1.1.274/0.9112
WP_003861016.1,EC:1.14.14.121/0.0001
WP_003861024.1,EC:1.3.1.84/0.2464
WP_003861026.1,EC:2.3.1.269/0.0001
WP_003861028.1,EC:2.4.1.283/0.0000
WP_003861032.1,EC:3.5.1.104/0.0000
WP_003861035.1,EC:2.4.1.129/0.0000
WP_003861037.1,EC:2.7.13.3/0.0000
WP_003861039.1,EC:2.4.1.131/0.0000
WP_003861041.1,EC:2.4.1.251/0.0000
WP_232508465.1,EC:2.7.8.31/0.7629
WP_074495325.1,EC:2.4.1.306/0.0001,EC:2.4.1.56/0.0001,EC:2.4.1.283/0.0000,EC:2.4.1.346/0.0000
WP_230622866.1,EC:3.2.1.58/0.1789
WP_003855372.1,EC:2.1.1.63/0.0000
WP_003861049.1,EC:2.7.7.53/0.0003
WP_003861051.1,EC:5.1.1.3/0.0002
WP_034983416.1,EC:2.7.13.3/0.0000,EC:1.16.1.7/0.0000
WP_003861057.1,EC:7.3.2.6/0.0004
WP_011013332.1,EC:3.4.24.3/0.0000
WP_003855379.1,EC:1.16.1.7/0.0000
WP_003861061.1,EC:7.5.2.13/0.4499
WP_003861063.1,EC:3.1.1.1/0.0001
WP_170844398.1,EC:5.2.1.8/0.0442
WP_034983883.1,EC:3.4.21.105/0.9373
WP_094244199.1,EC:1.4.3.5/0.0003,EC:2.7.13.3/0.0003,EC:2.3.1.184/0.0002
WP_003861071.1,EC:7.2.2.17/0.8837
WP_003861072.1,EC:1.16.1.9/0.0004
WP_003861074.1,EC:7.1.1.9/0.0013,EC:7.1.1.2/0.0012,EC:7.1.1.3/0.0008
WP_003861077.1,EC:2.7.11.1/0.1760
WP_003861079.1,EC:2.7.11.1/0.9354
WP_003861081.1,EC:3.4.16.4/0.4332
WP_003861083.1,EC:2.4.1.129/0.0581
WP_003861085.1,EC:3.1.3.16/0.9719
WP_003861086.1,EC:2.7.1.199/0.0007,EC:2.7.13.3/0.0007
WP_231107870.1,EC:3.1.21.4/0.4648
WP_230622868.1,EC:3.8.1.10/0.0213
WP_003861093.1,EC:1.3.99.4/0.2820
WP_046552170.1,EC:4.1.1.114/0.0000
WP_003861098.1,EC:4.4.1.26/0.0272
WP_003861100.1,EC:1.3.99.4/0.0297
WP_034983884.1,EC:1.1.1.245/0.4420
WP_003861102.1,EC:2.7.13.3/0.0004
WP_003861104.1,EC:1.1.1.397/0.0000,EC:3.1.21.8/0.0000
WP_003861106.1,EC:1.2.1.16/0.1273,EC:1.2.1.97/0.0941,EC:1.2.1.24/0.0503,EC:1.2.1.79/0.0419
WP_003861110.1,EC:4.2.1.1/0.0001
WP_003861112.1,EC:3.6.1.27/0.0044
WP_003861114.1,EC:2.8.1.1/0.7759
WP_003861116.1,EC:1.20.4.1/0.0009
WP_003861117.1,EC:3.6.1.23/0.0005
WP_003861118.1,EC:2.1.1.148/0.0009
WP_003861120.1,EC:3.6.1.25/0.0004,EC:4.6.1.1/0.0003
WP_003855408.1,EC:3.1.4.59/0.0001
WP_003861123.1,EC:2.7.11.18/0.0000
WP_003861125.1,EC:3.13.1.5/0.0002
WP_003861127.1,EC:4.1.1.68/0.0000,EC:5.3.3.10/0.0000
WP_003861128.1,EC:3.1.11.6/0.0000
WP_003861129.1,EC:2.1.1.17/0.0000
WP_003861130.1,EC:5.6.2.2/0.0005
WP_003861131.1,EC:2.4.1.33/0.0000
WP_003861133.1,EC:2.7.13.3/0.7202
WP_003855418.1,EC:7.6.2.8/0.0037
WP_003861134.1,EC:1.1.1.215/0.0110
WP_003855420.1,EC:5.2.1.12/0.0073
WP_003861135.1,EC:2.8.1.6/0.9491
WP_011013366.1,EC:1.8.99.5/0.0003,EC:2.7.7.6/0.0003
WP_003859957.1,EC:5.3.3.7/0.0003
WP_003859955.1,EC:3.5.4.42/0.2498
WP_003859953.1,EC:2.7.1.19/0.0025
WP_003859952.1,EC:3.2.2.22/0.0149
WP_034983425.1,EC:2.3.1.286/0.9818
WP_094244200.1,EC:3.1.1.3/0.1198,EC:3.1.1.26/0.0894
WP_003859946.1,EC:2.3.1.158/0.0105,EC:3.1.1.3/0.0069,EC:2.3.1.43/0.0066,EC:3.1.1.32/0.0035,EC:3.1.1.26/0.0027
WP_003859944.1,EC:3.1.1.15/0.0000
WP_003859942.1,EC:1.5.1.38/0.0003
WP_003857708.1,EC:3.5.1.5/0.9902
WP_003859941.1,EC:3.5.1.5/0.9238
